-0.016,-04
-0.017,-20
-0.018,-33
-0.019,-49
-0.020,-63
-0.021,-80
-0.022,-95
5,0.18
10,0.24
15,0.26
20,0.27
25,0.28
30,0.29
35,0.30
40,0.31
50,0.32
60,0.34
70,0.34
80,0.35
90,0.36
100,0.36

