-62,	-0.03
-70,	-0.18
-75,	-0.29
-79,	-0.42
-84,	-0.65
-90,	-0.92
6,	0.16
12,	0.21
18,	0.23
24,	0.25
30,	0.26
36,	0.27
42,	0.28
50,	0.30
63,	0.31
71,	0.32
84,	0.33

